Sales Person,Geography,Product,Date,Amount,Customers,Boxes
Van Tuxwell,Canada,Eclairs,2/4/2021,2646.00,70,166
Gunar Cockshoot,India,White Choc,2/4/2021,686.00,18,46
Karlen McCaffrey,Australia,Smooth Sliky Salty,2/4/2021,2037.00,272,128
Van Tuxwell,India,Choco Coated Almonds,2/4/2021,6300.00,208,300
Husein Augar,Canada,Peanut Butter Cubes,2/4/2021,2541.00,14,111
Wilone O'Kielt,India,Raspberry Choco,2/4/2021,1883.00,97,118
Ches Bonnell,India,Spicy Special Slims,2/4/2021,10255.00,180,446
Jehu Rudeforth,UK,After Nines,2/5/2021,5803.00,98,233
Andria Kimpton,India,50% Dark Bites,2/5/2021,8260.00,239,1033
Roddy Speechley,India,Baker's Choco Chips,2/5/2021,14868.00,5,1859
Gunar Cockshoot,USA,Eclairs,2/5/2021,4137.00,10,276
Brien Boise,UK,After Nines,2/5/2021,7161.00,480,276
Roddy Speechley,USA,Drinking Coco,2/5/2021,9625.00,149,332
Beverie Moffet,Canada,Organic Choco Syrup,2/5/2021,12852.00,296,429
Madelene Upcott,Canada,Eclairs,2/5/2021,7546.00,365,581
Beverie Moffet,USA,Eclairs,2/5/2021,4123.00,104,275
Mallorie Waber,India,Organic Choco Syrup,2/5/2021,13174.00,78,573
Rafaelita Blaksland,USA,50% Dark Bites,2/5/2021,7637.00,161,546
Madelene Upcott,USA,Baker's Choco Chips,2/5/2021,3311.00,128,332
Mallorie Waber,India,Raspberry Choco,2/5/2021,2338.00,52,107
Curtice Advani,India,Caramel Stuffed Bars,2/8/2021,3465.00,228,139
Rafaelita Blaksland,Australia,Peanut Butter Cubes,2/8/2021,2345.00,435,107
Madelene Upcott,Canada,Organic Choco Syrup,2/8/2021,12698.00,53,471
Barr Faughny,New Zealand,85% Dark Bars,2/8/2021,6678.00,24,334
Karlen McCaffrey,Canada,Baker's Choco Chips,2/8/2021,4851.00,120,324
Ches Bonnell,New Zealand,Drinking Coco,2/8/2021,336.00,164,12
Karlen McCaffrey,Canada,Orange Choco,2/8/2021,2366.00,8,198
Ches Bonnell,USA,99% Dark & Pure,2/8/2021,10598.00,226,461
Barr Faughny,India,Smooth Sliky Salty,2/8/2021,13293.00,199,665
Van Tuxwell,Australia,50% Dark Bites,2/8/2021,2086.00,90,261
Wilone O'Kielt,Australia,Peanut Butter Cubes,2/8/2021,2751.00,133,120
Dennison Crosswaite,Canada,Spicy Special Slims,2/8/2021,5481.00,283,275
Andria Kimpton,USA,Smooth Sliky Salty,2/8/2021,5628.00,11,433
Jehu Rudeforth,USA,Caramel Stuffed Bars,2/8/2021,2660.00,113,89
Oby Sorrel,India,Almond Choco,2/9/2021,1386.00,157,82
Rafaelita Blaksland,UK,Milk Bars,2/9/2021,11060.00,175,382
Marney O'Breen,Australia,Choco Coated Almonds,2/9/2021,2919.00,147,172
Camilla Castle,Canada,99% Dark & Pure,2/9/2021,8680.00,334,457
Andria Kimpton,USA,Spicy Special Slims,2/9/2021,1484.00,362,71
Rafaelita Blaksland,Canada,Choco Coated Almonds,2/9/2021,16919.00,199,996
Mallorie Waber,Australia,After Nines,2/9/2021,13188.00,215,440
Husein Augar,Australia,Raspberry Choco,2/9/2021,4998.00,182,294
Dotty Strutley,UK,85% Dark Bars,2/9/2021,6146.00,64,342
Beverie Moffet,India,Milk Bars,2/9/2021,5621.00,162,217
Madelene Upcott,UK,Mint Chip Choco,2/9/2021,980.00,75,47
Jan Morforth,USA,Almond Choco,2/10/2021,7343.00,116,350
Barr Faughny,Canada,Caramel Stuffed Bars,2/10/2021,1750.00,9,63
Gigi Bohling,India,Eclairs,2/10/2021,2464.00,90,165
Andria Kimpton,USA,Milk Bars,2/10/2021,1974.00,47,86
Jehu Rudeforth,Australia,70% Dark Bites,2/10/2021,11823.00,52,986
Kelci Walkden,New Zealand,85% Dark Bars,2/10/2021,7350.00,250,335
Kelci Walkden,Canada,Baker's Choco Chips,2/10/2021,4165.00,170,417
Gunar Cockshoot,India,85% Dark Bars,2/10/2021,630.00,41,28
Andria Kimpton,Canada,Baker's Choco Chips,2/10/2021,2282.00,238,143
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2/10/2021,5250.00,37,292
Curtice Advani,Canada,Almond Choco,2/10/2021,11676.00,253,730
Rafaelita Blaksland,Australia,Caramel Stuffed Bars,2/10/2021,14917.00,289,533
Jehu Rudeforth,Canada,Manuka Honey Choco,2/11/2021,4634.00,100,155
Gigi Bohling,USA,Manuka Honey Choco,2/11/2021,819.00,196,27
Brien Boise,India,Drinking Coco,2/11/2021,2422.00,60,106
Jan Morforth,Canada,Manuka Honey Choco,2/11/2021,1463.00,158,59
Kelci Walkden,Canada,Manuka Honey Choco,2/11/2021,1050.00,10,32
Oby Sorrel,UK,Peanut Butter Cubes,2/11/2021,1526.00,527,85
Gunar Cockshoot,New Zealand,50% Dark Bites,2/11/2021,427.00,163,27
Curtice Advani,USA,Spicy Special Slims,2/11/2021,10976.00,132,440
Wilone O'Kielt,New Zealand,Mint Chip Choco,2/12/2021,6503.00,299,407
Jan Morforth,UK,99% Dark & Pure,2/12/2021,21.00,300,1
Gigi Bohling,UK,Eclairs,2/12/2021,7063.00,13,393
Roddy Speechley,Canada,Peanut Butter Cubes,2/12/2021,3990.00,50,200
Dotty Strutley,New Zealand,70% Dark Bites,2/12/2021,1806.00,184,129
Marney O'Breen,India,White Choc,2/12/2021,10136.00,115,597
Karlen McCaffrey,UK,Almond Choco,2/12/2021,1288.00,119,62
Oby Sorrel,Canada,White Choc,2/12/2021,1295.00,107,87
Andria Kimpton,USA,70% Dark Bites,2/12/2021,6461.00,288,718
Jehu Rudeforth,New Zealand,Manuka Honey Choco,2/12/2021,4949.00,31,155
Madelene Upcott,New Zealand,Fruit & Nut Bars,2/12/2021,5432.00,39,302
Kelci Walkden,Canada,Caramel Stuffed Bars,2/12/2021,7112.00,55,246
Karlen McCaffrey,UK,Peanut Butter Cubes,2/12/2021,266.00,112,11
Gigi Bohling,USA,50% Dark Bites,2/12/2021,6202.00,44,414
Jehu Rudeforth,New Zealand,After Nines,2/15/2021,1057.00,288,43
Kelci Walkden,UK,Drinking Coco,2/15/2021,1925.00,460,67
Wilone O'Kielt,India,85% Dark Bars,2/15/2021,1841.00,185,77
Kaine Padly,Canada,Spicy Special Slims,2/15/2021,1204.00,5,61
Wilone O'Kielt,New Zealand,85% Dark Bars,2/15/2021,4074.00,146,186
Marney O'Breen,USA,Manuka Honey Choco,2/15/2021,4473.00,39,150
Marney O'Breen,UK,Baker's Choco Chips,2/15/2021,2947.00,210,246
Van Tuxwell,USA,Organic Choco Syrup,2/15/2021,15386.00,59,642
Wilone O'Kielt,UK,Milk Bars,2/15/2021,4690.00,229,188
Roddy Speechley,USA,White Choc,2/15/2021,343.00,158,39
Dotty Strutley,Canada,Mint Chip Choco,2/15/2021,3052.00,393,146
Beverie Moffet,Australia,Manuka Honey Choco,2/15/2021,686.00,187,25
Wilone O'Kielt,Canada,White Choc,2/15/2021,6993.00,133,538
Mallorie Waber,UK,Milk Bars,2/16/2021,5236.00,170,169
Curtice Advani,India,Spicy Special Slims,2/16/2021,8638.00,212,333
Kaine Padly,New Zealand,Manuka Honey Choco,2/16/2021,5712.00,288,191
Gunar Cockshoot,USA,Mint Chip Choco,2/16/2021,6258.00,334,330
Wilone O'Kielt,USA,70% Dark Bites,2/16/2021,3234.00,90,294
Kelci Walkden,India,Organic Choco Syrup,2/16/2021,17577.00,32,677
Husein Augar,USA,Eclairs,2/16/2021,12684.00,217,668
Gigi Bohling,India,99% Dark & Pure,2/16/2021,1239.00,29,54
Kelci Walkden,UK,50% Dark Bites,2/16/2021,3402.00,55,243
Karlen McCaffrey,India,Choco Coated Almonds,2/16/2021,11382.00,432,633
Madelene Upcott,India,Milk Bars,2/16/2021,7133.00,212,265
Jehu Rudeforth,India,Milk Bars,2/17/2021,8309.00,171,333
Van Tuxwell,New Zealand,Fruit & Nut Bars,2/17/2021,1435.00,3,131
Dennison Crosswaite,Canada,Eclairs,2/17/2021,3227.00,126,216
Camilla Castle,New Zealand,Drinking Coco,2/17/2021,133.00,195,6
Gigi Bohling,Australia,99% Dark & Pure,2/17/2021,5446.00,425,273
Karlen McCaffrey,India,99% Dark & Pure,2/17/2021,4424.00,91,261
Jehu Rudeforth,UK,Milk Bars,2/17/2021,1827.00,168,80
Wilone O'Kielt,New Zealand,Manuka Honey Choco,2/17/2021,8232.00,264,305
Kaine Padly,Australia,50% Dark Bites,2/17/2021,861.00,262,62
Barr Faughny,New Zealand,70% Dark Bites,2/17/2021,8099.00,178,675
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2/17/2021,5894.00,592,281
Camilla Castle,USA,After Nines,2/17/2021,8211.00,601,257
Kaine Padly,India,After Nines,2/17/2021,10360.00,206,415
Dotty Strutley,UK,Milk Bars,2/17/2021,5145.00,98,166
Ches Bonnell,UK,50% Dark Bites,2/17/2021,9163.00,235,1146
Rafaelita Blaksland,India,White Choc,2/17/2021,15323.00,33,1393
Marney O'Breen,Canada,Orange Choco,2/17/2021,7994.00,177,1000
Jan Morforth,Canada,Choco Coated Almonds,2/17/2021,6363.00,87,455
Oby Sorrel,New Zealand,Peanut Butter Cubes,2/17/2021,3262.00,185,172
Gigi Bohling,Australia,Drinking Coco,2/17/2021,2793.00,93,127
Rafaelita Blaksland,India,Organic Choco Syrup,2/18/2021,8491.00,338,340
Dennison Crosswaite,Australia,Caramel Stuffed Bars,2/18/2021,13685.00,39,571
Mallorie Waber,Canada,White Choc,2/18/2021,770.00,137,52
Camilla Castle,Canada,50% Dark Bites,2/18/2021,8631.00,399,1079
Jehu Rudeforth,New Zealand,Fruit & Nut Bars,2/18/2021,4536.00,120,267
Rafaelita Blaksland,UK,99% Dark & Pure,2/18/2021,14497.00,21,605
Rafaelita Blaksland,Australia,Choco Coated Almonds,2/18/2021,7672.00,112,452
Gunar Cockshoot,Australia,99% Dark & Pure,2/18/2021,10878.00,329,573
Dennison Crosswaite,Australia,50% Dark Bites,2/18/2021,12572.00,94,1397
Beverie Moffet,Australia,50% Dark Bites,2/18/2021,1575.00,90,105
Dennison Crosswaite,Canada,Manuka Honey Choco,2/18/2021,5453.00,260,166
Beverie Moffet,New Zealand,Manuka Honey Choco,2/18/2021,4802.00,84,155
Marney O'Breen,India,Eclairs,2/19/2021,7651.00,325,426
Madelene Upcott,India,Orange Choco,2/19/2021,2079.00,527,260
Dennison Crosswaite,New Zealand,Spicy Special Slims,2/19/2021,2100.00,62,81
Camilla Castle,Australia,Smooth Sliky Salty,2/19/2021,5278.00,242,406
Barr Faughny,USA,Spicy Special Slims,2/19/2021,4249.00,19,164
Karlen McCaffrey,USA,Mint Chip Choco,2/19/2021,3976.00,9,210
Oby Sorrel,USA,After Nines,2/19/2021,6951.00,183,218
Camilla Castle,UK,Spicy Special Slims,2/19/2021,616.00,161,25
Andria Kimpton,UK,85% Dark Bars,2/19/2021,5439.00,115,287
Brien Boise,India,50% Dark Bites,2/19/2021,63.00,206,7
Brien Boise,Canada,Baker's Choco Chips,2/19/2021,1533.00,115,110
Oby Sorrel,USA,70% Dark Bites,2/19/2021,3535.00,337,322
Jan Morforth,Canada,Spicy Special Slims,2/19/2021,2429.00,4,111
Gunar Cockshoot,India,Raspberry Choco,2/19/2021,7119.00,144,356
Dennison Crosswaite,New Zealand,Drinking Coco,2/19/2021,3521.00,304,118
Ches Bonnell,USA,After Nines,2/19/2021,3745.00,177,118
Marney O'Breen,Australia,White Choc,2/19/2021,4816.00,100,301
Dennison Crosswaite,UK,Baker's Choco Chips,2/19/2021,1736.00,72,193
Rafaelita Blaksland,Australia,70% Dark Bites,2/19/2021,1099.00,139,92
Dotty Strutley,UK,After Nines,2/19/2021,6692.00,165,231
Dennison Crosswaite,Australia,Baker's Choco Chips,2/22/2021,364.00,177,31
Ches Bonnell,Canada,85% Dark Bars,2/22/2021,10927.00,202,476
Karlen McCaffrey,New Zealand,85% Dark Bars,2/22/2021,11410.00,103,476
Roddy Speechley,India,Organic Choco Syrup,2/22/2021,2443.00,337,82
Dotty Strutley,Canada,White Choc,2/22/2021,329.00,257,26
Wilone O'Kielt,New Zealand,Drinking Coco,2/22/2021,3066.00,144,128
Beverie Moffet,New Zealand,Baker's Choco Chips,2/22/2021,567.00,243,38
Dotty Strutley,New Zealand,Smooth Sliky Salty,2/22/2021,14721.00,257,1052
Andria Kimpton,New Zealand,Choco Coated Almonds,2/22/2021,6986.00,11,350
Curtice Advani,USA,85% Dark Bars,2/22/2021,14112.00,158,784
Ches Bonnell,UK,Smooth Sliky Salty,2/22/2021,1771.00,605,137
Kelci Walkden,Australia,Peanut Butter Cubes,2/22/2021,5082.00,164,231
Karlen McCaffrey,Canada,Almond Choco,2/22/2021,1827.00,48,102
Madelene Upcott,India,Drinking Coco,2/22/2021,182.00,85,7
Ches Bonnell,New Zealand,Choco Coated Almonds,2/22/2021,5369.00,136,269
Curtice Advani,USA,Drinking Coco,2/22/2021,6034.00,169,275
Andria Kimpton,Canada,Mint Chip Choco,2/22/2021,13209.00,204,881
Karlen McCaffrey,Australia,Caramel Stuffed Bars,2/22/2021,847.00,263,30
Jehu Rudeforth,Canada,50% Dark Bites,2/22/2021,1015.00,66,64
Dotty Strutley,Canada,50% Dark Bites,2/23/2021,16247.00,215,2031
Mallorie Waber,Canada,Baker's Choco Chips,2/23/2021,2422.00,41,303
Brien Boise,Canada,Peanut Butter Cubes,2/23/2021,3997.00,333,174
Roddy Speechley,USA,Almond Choco,2/23/2021,7182.00,125,479
Mallorie Waber,India,Mint Chip Choco,2/23/2021,1246.00,163,70
Roddy Speechley,UK,Eclairs,2/23/2021,553.00,50,27
Van Tuxwell,USA,Fruit & Nut Bars,2/23/2021,2681.00,206,207
Oby Sorrel,Australia,Baker's Choco Chips,2/23/2021,2800.00,78,234
Van Tuxwell,UK,Raspberry Choco,2/23/2021,4851.00,160,304
Gigi Bohling,Canada,Caramel Stuffed Bars,2/23/2021,168.00,3,6
Husein Augar,Australia,Fruit & Nut Bars,2/23/2021,315.00,5,21
Wilone O'Kielt,Canada,Eclairs,2/23/2021,11851.00,58,741
Dotty Strutley,New Zealand,Drinking Coco,2/23/2021,3220.00,261,147
Gigi Bohling,UK,70% Dark Bites,2/23/2021,11935.00,307,1194
Gunar Cockshoot,Canada,Peanut Butter Cubes,2/23/2021,12404.00,186,478
Jehu Rudeforth,Australia,Fruit & Nut Bars,2/24/2021,1519.00,132,90
Jehu Rudeforth,India,Caramel Stuffed Bars,2/24/2021,10934.00,182,476
Camilla Castle,UK,Peanut Butter Cubes,2/24/2021,3346.00,179,129
Roddy Speechley,Canada,Spicy Special Slims,2/24/2021,8351.00,36,398
Karlen McCaffrey,UK,White Choc,2/24/2021,11718.00,76,733
Rafaelita Blaksland,Canada,Spicy Special Slims,2/24/2021,2681.00,115,117
Jehu Rudeforth,India,50% Dark Bites,2/24/2021,6188.00,292,563
Husein Augar,Australia,99% Dark & Pure,2/24/2021,10941.00,182,521
Husein Augar,Canada,Milk Bars,2/24/2021,3647.00,220,141
Van Tuxwell,Canada,Peanut Butter Cubes,2/25/2021,2436.00,130,122
Husein Augar,Canada,Caramel Stuffed Bars,2/25/2021,896.00,346,41
Wilone O'Kielt,USA,Caramel Stuffed Bars,2/25/2021,3808.00,17,174
Wilone O'Kielt,Canada,Mint Chip Choco,2/25/2021,10920.00,278,683
Jan Morforth,New Zealand,Fruit & Nut Bars,2/25/2021,4186.00,75,299
Roddy Speechley,Canada,85% Dark Bars,2/25/2021,6797.00,72,309
Roddy Speechley,Australia,Spicy Special Slims,2/25/2021,4319.00,56,155
Marney O'Breen,Canada,Smooth Sliky Salty,2/25/2021,1673.00,99,105
Oby Sorrel,New Zealand,Almond Choco,2/25/2021,735.00,84,35
Oby Sorrel,Australia,After Nines,2/25/2021,2632.00,39,106
Wilone O'Kielt,New Zealand,Orange Choco,2/25/2021,2030.00,68,170
Gunar Cockshoot,USA,Manuka Honey Choco,2/25/2021,1169.00,265,47
Andria Kimpton,New Zealand,Mint Chip Choco,2/25/2021,3703.00,54,206
Barr Faughny,UK,White Choc,2/25/2021,805.00,48,54
Van Tuxwell,UK,Smooth Sliky Salty,2/25/2021,406.00,260,21
Oby Sorrel,Australia,Orange Choco,2/25/2021,3591.00,73,360
Oby Sorrel,UK,White Choc,2/25/2021,5551.00,210,463
Roddy Speechley,Australia,White Choc,2/25/2021,3605.00,347,258
Andria Kimpton,Canada,Almond Choco,2/25/2021,6356.00,38,374
Roddy Speechley,Australia,70% Dark Bites,2/25/2021,602.00,238,41
Van Tuxwell,India,White Choc,2/26/2021,7042.00,142,470
Jehu Rudeforth,Australia,Almond Choco,2/26/2021,2968.00,215,142
Brien Boise,India,Peanut Butter Cubes,2/26/2021,294.00,80,17
Gigi Bohling,New Zealand,After Nines,2/26/2021,6363.00,68,213
Andria Kimpton,USA,Fruit & Nut Bars,2/26/2021,280.00,220,18
Husein Augar,Canada,Choco Coated Almonds,2/26/2021,406.00,22,29
Madelene Upcott,New Zealand,Drinking Coco,2/26/2021,4144.00,374,139
Ches Bonnell,New Zealand,Milk Bars,2/26/2021,5341.00,179,173
Rafaelita Blaksland,Australia,Fruit & Nut Bars,2/26/2021,2947.00,103,197
Dennison Crosswaite,New Zealand,70% Dark Bites,2/26/2021,12026.00,166,926
Brien Boise,New Zealand,Smooth Sliky Salty,2/26/2021,3983.00,237,307
Wilone O'Kielt,India,White Choc,2/26/2021,1792.00,283,163
Barr Faughny,UK,Milk Bars,2/26/2021,1526.00,150,67
Oby Sorrel,USA,Organic Choco Syrup,2/26/2021,5313.00,70,190
Ches Bonnell,UK,After Nines,2/26/2021,7728.00,48,242
Marney O'Breen,Canada,85% Dark Bars,2/26/2021,413.00,414,22
Mallorie Waber,India,White Choc,2/26/2021,4431.00,13,493
Gunar Cockshoot,USA,Fruit & Nut Bars,2/26/2021,1036.00,240,58
Mallorie Waber,USA,Orange Choco,2/26/2021,217.00,147,25
Kelci Walkden,India,70% Dark Bites,2/26/2021,7616.00,16,693
Karlen McCaffrey,UK,Organic Choco Syrup,2/26/2021,11900.00,256,518
Camilla Castle,New Zealand,70% Dark Bites,2/26/2021,10437.00,350,1044
Madelene Upcott,India,Fruit & Nut Bars,3/1/2021,5691.00,216,335
Jehu Rudeforth,Australia,Raspberry Choco,3/1/2021,5397.00,66,300
Ches Bonnell,USA,Organic Choco Syrup,3/1/2021,3276.00,61,143
Andria Kimpton,New Zealand,Drinking Coco,3/1/2021,4102.00,14,187
Dennison Crosswaite,Australia,Manuka Honey Choco,3/1/2021,476.00,86,18
Dotty Strutley,Canada,Organic Choco Syrup,3/1/2021,4858.00,138,157
Andria Kimpton,Canada,99% Dark & Pure,3/1/2021,7259.00,69,404
Ches Bonnell,India,Almond Choco,3/2/2021,6209.00,35,311
Andria Kimpton,New Zealand,Organic Choco Syrup,3/2/2021,12390.00,269,539
Oby Sorrel,UK,Choco Coated Almonds,3/2/2021,686.00,103,41
Madelene Upcott,New Zealand,Milk Bars,3/2/2021,9030.00,563,312
Dotty Strutley,Canada,Almond Choco,3/2/2021,5376.00,48,256
Roddy Speechley,Australia,Caramel Stuffed Bars,3/2/2021,2898.00,17,126
Barr Faughny,USA,Almond Choco,3/2/2021,18900.00,13,945
Madelene Upcott,USA,After Nines,3/2/2021,5082.00,95,182
Marney O'Breen,Australia,Raspberry Choco,3/2/2021,2016.00,177,107
Brien Boise,USA,Smooth Sliky Salty,3/2/2021,847.00,145,50
Brien Boise,New Zealand,Baker's Choco Chips,3/3/2021,4200.00,57,350
Gunar Cockshoot,New Zealand,Peanut Butter Cubes,3/3/2021,17577.00,190,977
Andria Kimpton,India,Orange Choco,3/3/2021,861.00,108,96
Gunar Cockshoot,Canada,Drinking Coco,3/3/2021,3829.00,434,142
Barr Faughny,UK,Manuka Honey Choco,3/3/2021,1155.00,238,37
Beverie Moffet,Australia,Baker's Choco Chips,3/3/2021,11123.00,189,1391
Jehu Rudeforth,New Zealand,Baker's Choco Chips,3/3/2021,8505.00,82,532
Gigi Bohling,USA,Drinking Coco,3/3/2021,4130.00,152,138
Dotty Strutley,Australia,Milk Bars,3/3/2021,420.00,43,15
Kaine Padly,Australia,Eclairs,3/3/2021,994.00,92,63
Jan Morforth,UK,Mint Chip Choco,3/3/2021,3689.00,364,176
Marney O'Breen,USA,Eclairs,3/3/2021,13195.00,124,880
Karlen McCaffrey,Australia,Organic Choco Syrup,3/4/2021,6545.00,276,219
Wilone O'Kielt,USA,Drinking Coco,3/4/2021,9982.00,399,357
Mallorie Waber,UK,85% Dark Bars,3/4/2021,6363.00,95,398
Wilone O'Kielt,Australia,Baker's Choco Chips,3/4/2021,14336.00,50,1304
Roddy Speechley,India,Spicy Special Slims,3/4/2021,7063.00,182,253
Rafaelita Blaksland,Australia,After Nines,3/4/2021,5551.00,176,199
Gigi Bohling,USA,Orange Choco,3/4/2021,448.00,319,38
Husein Augar,UK,Choco Coated Almonds,3/5/2021,9121.00,66,481
Wilone O'Kielt,Canada,Orange Choco,3/5/2021,6258.00,277,626
Oby Sorrel,Canada,Manuka Honey Choco,3/5/2021,10752.00,111,347
Ches Bonnell,New Zealand,85% Dark Bars,3/5/2021,12411.00,100,540
Husein Augar,Australia,Manuka Honey Choco,3/5/2021,308.00,74,10
Camilla Castle,USA,Fruit & Nut Bars,3/5/2021,10689.00,296,764
Wilone O'Kielt,UK,Drinking Coco,3/5/2021,448.00,98,16
Husein Augar,USA,Mint Chip Choco,3/5/2021,4410.00,271,260
Kelci Walkden,UK,Baker's Choco Chips,3/8/2021,6265.00,501,570
Gigi Bohling,Canada,Choco Coated Almonds,3/8/2021,7301.00,116,366
Gunar Cockshoot,Australia,Manuka Honey Choco,3/8/2021,4802.00,330,185
Dotty Strutley,Canada,Milk Bars,3/8/2021,1358.00,99,53
Mallorie Waber,USA,50% Dark Bites,3/8/2021,1610.00,284,147
Gunar Cockshoot,UK,Peanut Butter Cubes,3/8/2021,63.00,106,3
Gigi Bohling,New Zealand,Choco Coated Almonds,3/8/2021,161.00,55,8
Dennison Crosswaite,Canada,Almond Choco,3/8/2021,1246.00,157,70
Kelci Walkden,India,After Nines,3/8/2021,49.00,250,3
Andria Kimpton,USA,Almond Choco,3/8/2021,4032.00,150,202
Madelene Upcott,Canada,Orange Choco,3/8/2021,1085.00,181,181
Brien Boise,USA,Spicy Special Slims,3/8/2021,4347.00,135,174
Kelci Walkden,Australia,Caramel Stuffed Bars,3/8/2021,7084.00,193,322
Jan Morforth,Canada,Raspberry Choco,3/8/2021,5383.00,117,300
Curtice Advani,Canada,Fruit & Nut Bars,3/8/2021,1351.00,232,123
Beverie Moffet,Australia,70% Dark Bites,3/8/2021,3591.00,455,257
Jan Morforth,Canada,Fruit & Nut Bars,3/8/2021,1540.00,27,154
Jehu Rudeforth,USA,Drinking Coco,3/8/2021,9884.00,113,341
Madelene Upcott,India,85% Dark Bars,3/8/2021,9415.00,296,554
Dennison Crosswaite,Australia,Drinking Coco,3/8/2021,1778.00,52,66
Rafaelita Blaksland,Canada,Raspberry Choco,3/8/2021,8120.00,224,370
Van Tuxwell,UK,Milk Bars,3/8/2021,2849.00,128,95
Jan Morforth,Australia,85% Dark Bars,3/8/2021,2408.00,288,115
Kaine Padly,Canada,Caramel Stuffed Bars,3/8/2021,12075.00,265,549
Curtice Advani,Canada,Manuka Honey Choco,3/8/2021,2730.00,120,95
Beverie Moffet,UK,Raspberry Choco,3/9/2021,1778.00,267,112
Madelene Upcott,New Zealand,Orange Choco,3/9/2021,4725.00,157,591
Jan Morforth,Canada,Smooth Sliky Salty,3/9/2021,6405.00,40,338
Gunar Cockshoot,UK,99% Dark & Pure,3/9/2021,2674.00,402,122
Roddy Speechley,India,99% Dark & Pure,3/9/2021,5908.00,149,311
Roddy Speechley,Australia,Almond Choco,3/9/2021,7301.00,39,457
Roddy Speechley,USA,Spicy Special Slims,3/9/2021,154.00,101,6
Karlen McCaffrey,USA,Orange Choco,3/9/2021,343.00,103,29
Gunar Cockshoot,New Zealand,70% Dark Bites,3/9/2021,14903.00,136,1656
Rafaelita Blaksland,New Zealand,Fruit & Nut Bars,3/9/2021,5390.00,482,318
Andria Kimpton,Australia,Almond Choco,3/9/2021,553.00,105,27
Van Tuxwell,UK,Spicy Special Slims,3/9/2021,7266.00,70,346
Dotty Strutley,New Zealand,Mint Chip Choco,3/9/2021,8792.00,32,419
Gigi Bohling,India,Raspberry Choco,3/9/2021,8967.00,154,561
Roddy Speechley,India,85% Dark Bars,3/9/2021,3661.00,269,167
Jan Morforth,New Zealand,70% Dark Bites,3/10/2021,1344.00,8,112
Kelci Walkden,Australia,Orange Choco,3/10/2021,10262.00,168,856
Gunar Cockshoot,India,Mint Chip Choco,3/10/2021,4480.00,128,264
Mallorie Waber,New Zealand,Peanut Butter Cubes,3/10/2021,7784.00,100,300
Barr Faughny,USA,Caramel Stuffed Bars,3/10/2021,19054.00,178,658
Rafaelita Blaksland,New Zealand,99% Dark & Pure,3/10/2021,23268.00,80,1058
Ches Bonnell,India,Eclairs,3/11/2021,3885.00,242,195
Rafaelita Blaksland,UK,Eclairs,3/11/2021,7147.00,225,477
Beverie Moffet,India,Organic Choco Syrup,3/11/2021,4571.00,62,164
Van Tuxwell,Australia,Smooth Sliky Salty,3/11/2021,7973.00,80,614
Kaine Padly,UK,Milk Bars,3/11/2021,6055.00,213,202
Andria Kimpton,New Zealand,Almond Choco,3/11/2021,847.00,213,43
Ches Bonnell,New Zealand,Orange Choco,3/11/2021,4914.00,147,702
Dennison Crosswaite,Australia,99% Dark & Pure,3/11/2021,1358.00,204,76
Barr Faughny,New Zealand,Caramel Stuffed Bars,3/11/2021,1428.00,387,50
Dotty Strutley,USA,Peanut Butter Cubes,3/11/2021,8764.00,50,439
Camilla Castle,Australia,Almond Choco,3/11/2021,10472.00,107,456
Jehu Rudeforth,UK,Spicy Special Slims,3/11/2021,1960.00,65,70
Gunar Cockshoot,Canada,Eclairs,3/11/2021,10171.00,69,536
Wilone O'Kielt,Canada,Baker's Choco Chips,3/11/2021,8253.00,13,551
Barr Faughny,India,Organic Choco Syrup,3/11/2021,9534.00,86,367
Beverie Moffet,Canada,99% Dark & Pure,3/11/2021,5936.00,199,350
Barr Faughny,UK,Eclairs,3/12/2021,154.00,172,8
Ches Bonnell,New Zealand,Manuka Honey Choco,3/12/2021,5663.00,155,196
Andria Kimpton,UK,Baker's Choco Chips,3/12/2021,11298.00,14,1256
Beverie Moffet,Canada,Milk Bars,3/12/2021,1309.00,237,49
Gunar Cockshoot,UK,Eclairs,3/12/2021,3815.00,258,212
Van Tuxwell,Australia,Drinking Coco,3/12/2021,385.00,227,16
